ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title,Body
868162,A3U7B9GCEAM4TS,0,0,8,B00006CBDX,4/30/2003,5,1,5,"Great printer, Great shipping,All is well",Everything was nice and easy. Shipping was about 7 days early. It arrived before the projected ship date.
874938,A3N4A3PSGW3M44,0,1,87,B000069K8O,8/25/2006,5,2,2,Excellent remote,"Easy to program, easy to use.  I programmed it to control my digital cable box, dvd player, vcr and tv without a hitch.  The TV is a 20 year old Magnavox and it works like a charm! Great device."
811375,A2VTZXP81KKEUQ,0,0,2,B00008Y2EO,1/29/2004,4,0,0,A good phone for the money,After about two months of using this phone...
817396,A18PZQY8YACHL9,0,0,15,B00008RUL7,6/4/2003,5,3,3,"Great Machine, Great Value...","....  After looking at HP, Sony, dell and Compaq.  I went out to buy 2435-s255 model but end up buying this because the price difference ...between these two models.  The S255 has 2.4 pentium.  But if u are not playing high end games and video editing, this is excellent buy, or as they say ""Best bang for you Buck""."
822157,A228UKP6QV5S7K,0,0,1,B00008JTHL,1/22/2004,1,1,14,Erik Bryant  - Can you please explain the install procedure,"Erik Bryant from Fremont, CA United States:"
854812,A1Z0SUTZC9TS1A,0,0,306,B00006IJRU,8/4/2003,4,7,7,best product when it comes to gas....,advantages ----------
880661,ATDXKP4TJKS4F,0,1,5,B000068IHQ,2/21/2003,4,3,5,Zen vs Archos vs Net MD vs IPod. Zen Wins!,Zen vs Archos vs Net MD vs IPod. Zen Wins!
885862,A3UJJ7FVRJC7EW,0,0,1,B000066R7R,2/3/2003,5,1,1,JVC Stands On Top! A Stunning Perfect Television!,AV-27F803
891510,APUPJOLIKVGBZ,0,1,1,B0000655ZJ,10/21/2002,1,11,11,A complete waste of money,A complete waste of money.
900036,A1PM7EJ8CFY0WJ,0,0,1,B000060NX3,10/17/2002,5,0,6,IS This Comparable To NEC MultiSync 3FGe,Attention:
911385,AT6CZDCP4TRGA,0,0,11,B00005RKO2,1/26/2003,1,17,21,Lousy software = useless scanner,AAAAAAAAGH!
927936,ARWAYMSJIU8ZU,0,0,6,B00005MIU5,11/26/2002,2,1,3,Not worth the money nor the space saved on your countertop!,(please read the update below)
936989,AT6CZDCP4TRGA,0,0,43,B00005JAFF,12/11/2002,1,13,13,"just like Communism: nice theory, horrendous reality",AGH!
952706,A1BWGD9A51AB3R,0,1,34,B00005A3KW,10/16/2005,5,2,2,HP 15 BLACK INK CARTRIDGE,Easy to order. Shipped and received in very timely manner.
982997,A1M4NJYP0WNL8Q,0,0,5,B00004Z3J0,6/10/2001,5,36,36,A Professional Scanning Instrument at an Accessible Price,Epson Perfection 1640SU Photo Scanner
985187,A31J0322VFPLP2,0,1,27,B00004YMB9,1/1/2001,1,39,40,disappointing gadget!,ADVICE: DON'T buy this thing!
986696,A23883Z52CSIMJ,0,0,29,B00004Y66R,11/8/2001,3,2,2,"Good Value, Easy to Use, Has Some Tradeoffs",Advantages:
986740,AZA6Y9PZXJ333,0,0,28,B00004Y66M,12/18/2001,1,1,1,Warning!!!!!!!,Beware before buying!!!
988747,A3CXUSIV2D3LOC,0,0,30,B00004WKK0,1/31/2001,5,17,22,Attention Zone Alarm Users!,Attention Zone Alarm Users:
1039349,A2AZDQ8CRPA2A4,0,1,3,B00000JGNB,2/25/2007,1,0,3,"If you would ship it, I'd rate it!",After waiting four months I fhinally cancelled the order.
