ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title,Body
599914,A30AXUOZHZ1T61,0,1,223,B0002ZAIM8,2/23/2005,5,17,22,The latest news about iPod family,"**** LATEST update to iPod family **** - iPod & iPod photo lines merged; no more iPod photo 30 GB - iPod comes in two capacities - 20 GB ($299), 60 GB ($399) with color screen & photo support - U2 iPod (20 GB) down to $329 from $349 - with color screen & photo support - iPod shuffle 1 GB down to $129 from $149 - iPod 60 GB down to $399 from $449 - new version of iTunes (4.9) that support podcasts *************************************** This is not a review of iPod shuffle as such - great reviews are available already.  Here is some information that might help in deciding which iPod to go for. Apple announced a major upgrade to the iPod lineup today (23 Feb 2005). The biggest advantage is the reduction in price ($ per GB) and improvement in battery life. Another significant change is that USB 2.0 is being emphasized although FireWire continues to be supported. AC adapter is USB based instead of FireWIre and the FireWire based AC adapter still sells as a separate product. The impact on iPod mini: > A new model, iPod mini 6 GB is introduced for $249 > iPod mini 4 GB now priced at $199 ($50 down from earlier price) > Change in colors - now mini is available in new shades of Silver, Blue, Pink, and Green (the Gold color is discontinued) > Major improvement in battery life - up to 18 hours (was 8 hours earlier) > AC adapter ($29) and firewire cable ($19) no longer shipped with mini (you may not need them really) > iPod mini 4 GB and 6 GB now ship with only three things: earphones, belt clip, and USB 2.0 cable > The indicators on the click wheel now match the color of the iPod mini The impact on bigger iPods: > iPod 40 GB is discontinued > iPod photo 40 GB is discontinued > iPod photo 30 GB (new product) replaces the 40 GB iPod photo and the regular iPod 40 GB > iPod photo 60 GB now costs $150 less -- $449 instead of $599 > iPod photo 30 GB costs $349 ($150 less than iPod photo 40 GB and $50 less than regular iPod 40 GB) > iPod dock ($39), AV cable ($19), carrying case ($29), and firewire cable ($19) do not ship with iPod photo (you may not really need them) > Now we get three things with iPod photo: earphones, USB based AC adapter, USB 2.0 cable > In additon to the above, a firewire cable continues to ship with iPod 20 GB & iPod U2 edition > iPod photo Camera Connector is introduced - this can be used for connecting your digital camera directly to the iPod With these changes, there is an interesting $50 gap between: > iPod 20 GB and iPod photo 30 GB > iPod mini 6 GB and iPod 20 GB (as earlier) > iPod mini 4 GB and iPod mini 6 GB > iPod shuffle 1 GB and iPod mini 4 GB > iPod shuffle 512 MB and iPod shuffle 1 GB (as earlier) Price, size, weight, and ease of use are major considerations while buying an iPod shuffle.  If price is the only factor, iPod mini could be a better choice over shuffle.  I have all the models of iPod (shuffle, mini, regular 40 GB, and photo 60 GB) and I find myself sticking to the iPod photo 60 GB since it carries all my music and has a better, color-based user interface."
603274,A29WO2LA2ZVAPR,0,1,1,B0002U34NS,4/20/2005,1,0,0,DeLonghi 50-pint Dehumidifier,"After three unsuccessful attempts at delivery, I cancelled the overdue order. Never again."
605178,A30AXUOZHZ1T61,0,1,289,B0002OZXHO,2/23/2005,5,6,9,Look at the latest enhancement - color iPod for the same price!!,"**** LATEST update to iPod family **** - iPod & iPod photo lines merged; no more iPod photo 30 GB - iPod comes in two capacities - 20 GB ($299), 60 GB ($399) with color screen & photo support - U2 iPod (20 GB) down to $329 from $349 - with color screen & photo support - iPod shuffle 1 GB down to $129 from $149 - iPod 60 GB down to $399 from $449 - new version of iTunes (4.9) that support podcasts *************************************** This is not a review of iPod 20 GB as such - great reviews are available already. Here is some information that might help in deciding which iPod to go for. You may want to look at iPod photo 30 GB instead of this product, from now onwards...  With just $50 more, you get a iPod photo 30 GB with a color screen! Today (23 Feb 2005), Apple announced a major change in its iPod lineup and here is how it affects iPod 40 GB and iPod photo models: > iPod 40 GB is discontinued > iPod photo 40 GB is discontinued > iPod photo 30 GB (new product) replaces the 40 GB iPod photo and the regular iPod 40 GB > iPod photo 60 GB now costs $150 less -- $449 instead of $599 > iPod photo 30 GB costs $349 ($150 less than iPod photo 40 GB and $50 less than regular iPod 40 GB) > iPod dock ($39), AV cable ($19), carrying case ($29), and firewire cable ($19) do not ship with iPod photo (you may not really need them) > Now we get three things with iPod photo: earphones, USB based AC adapter, USB 2.0 cable > In additon to the above, a firewire cable continues to ship with iPod 20 GB & iPod U2 edition > iPod photo Camera Connector is introduced - this can be used for connecting your digital camera directly to the iPod Since I have iPod 40 GB as well as iPod photo 60 GB, I strongly recommend iPod photo for those who are looking beyond the iPod 20 GB. The color screen has much better resolution and it also has a scrolling feature for long texts. Of course, the ability to store and view the photos is a great value addition too."
605612,A1JWSDDIH5Z7DV,0,1,15,B0002OG6OI,9/15/2004,5,17,21,"Powerful, elegant new iMac with Superdrive.","Apple is, quite simply, the best and most innovative computer manufacturer. A recent user survey in PC magazine identified Apple computers as the most reliable and easiest to use computers currently available and last year Apple's Power Macintosh G5 was designated computer of the year. Now the powerful 64-bit G5 processor is available in an elegant new iMac design. Yes, most people use Windows-based PCs, but do you want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to virus attacks? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. The new iMac G5 is Apple's latest iteration of the innovative iMac series of compact, user friendly computers at reasonable prices. Like all G5-powered Apple computers this new iMac is a very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has a state-of-the-art 64-bit processor. All computers will have 64-bit processors some day but very few PCs, except for Apple G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer (and want to stop worrying abut virus attacks) and are willing to try something off the beaten path, you'll love this elegant new iMac G5. If you want a larger screen and hard drive, consider the iMac G5 with  20 inch screen."
605662,A30AXUOZHZ1T61,0,1,38,B0002OG6MU,2/23/2005,5,5,5,Look at the latest enhancement - color iPod for the same price!!,"**** LATEST update to iPod family **** - iPod & iPod photo lines merged; no more iPod photo 30 GB - iPod comes in two capacities - 20 GB ($299), 60 GB ($399) with color screen & photo support - U2 iPod (20 GB) down to $329 from $349 - with color screen & photo support - iPod shuffle 1 GB down to $129 from $149 - iPod 60 GB down to $399 from $449 - new version of iTunes (4.9) that support podcasts *************************************** This is not a review of iPod 20 GB as such - great reviews are available already. Here is some information that might help in deciding which iPod to go for. You may want to look at iPod photo 30 GB instead of this product, from now onwards...  With just $50 more, you get a iPod photo 30 GB with a color screen! Today (23 Feb 2005), Apple announced a major change in its iPod lineup and here is how it affects iPod 40 GB and iPod photo models: > iPod 40 GB is discontinued > iPod photo 40 GB is discontinued > iPod photo 30 GB (new product) replaces the 40 GB iPod photo and the regular iPod 40 GB > iPod photo 60 GB now costs $150 less -- $449 instead of $599 > iPod photo 30 GB costs $349 ($150 less than iPod photo 40 GB and $50 less than regular iPod 40 GB) > iPod dock ($39), AV cable ($19), carrying case ($29), and firewire cable ($19) do not ship with iPod photo (have to be bought separately if you need) > So, now we get only three things with the iPod: earphones, AC adapter, USB 2.0 cable > iPod photo Camera Connector is introduced - this can be used for connecting your digital camera directly to the iPod Since I have iPod 40 GB as well as iPod photo 60 GB, I strongly recommend iPod photo for those who are looking beyond the iPod 20 GB. The color screen has much better resolution and it also has a scrolling feature for long texts. Of course, the ability to store and view the photos is a great value addition too."
614730,A1JWSDDIH5Z7DV,0,1,3,B0002A6YBC,9/14/2004,5,13,22,Desktop supercomputer.,"Apple is, quite simply, the best and most innovative computer manufacturer. A recent user survey in PC magazine identified Apple computers as the most reliable and easiest to use computers currently available and and for two years in a row PC magazine has picked Apple's Macintosh G5 as the best multimedia desktop computer. When PC people and PC magazine pick Apple computers as the best maybe potential PC buyers should rethink and seriously consider Apple computers. Now Apple has an even more powerful Macintosh G5 computer with dual 2.5 GHz processors. Yes, most people use Windows-based PCs, but do you want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to virus attacks? If these virtues are more important to you than being one of the crowd, please seriously consider buying an Apple computer. The Power Mac G5 is Apple's top-of-the-line computer series and this is the most powerful G5 ever -- essentially a desktop supercomputer. Like all Power Mac G5s this computer is more than twice as fast as a Pentium 4 with the same clock speed and has dual 64-bit processors. All computers will have 64-bit processors some day but very few PCs, except for Mac G5s, have them at this time. If you're looking for a super fast, versatile, easy to use computer (and want to stop worrying abut virus attacks) and are willing to try something off the beaten path, you'll love this new Power Mac G5. If you want the virtues of Apple computers and G5 power at a lower price consider the Power Mac G5s with dual 1.8 GHz or dual 2.0 GHz processors or the new G5 iMacs."
614741,A1JWSDDIH5Z7DV,0,1,7,B0002A6XCW,7/4/2004,5,8,14,Entry-level version of the outstanding Macintosh G5 series.,"Apple is, quite simply, the best and most innovative computer manufacturer. A recent user survey in PC magazine identified Apple computers as the most reliable and easiest to use computers currently available and last year Apple's Macintosh G5 was designated computer of the year. Yes, most people use Windows-based PCs, but do you want to be just another member of the PC herd -- with all of the problems and frustrations presented by Windows-based PCs -- or are you looking for a computer which is user friendly, seldom crashes, and is virtually impervious to virus attacks? If these virtues are more important to you than being one of the crowd, please seriously consider buying a Macintosh computer. The Power Mac G5 is Apple's top-of-the-line computer series and this is the lowest-priced G5, so it's a terrific way to get a powerful, user friendly Macintosh computer at a very reasonable price. Like all Power Mac G5s this is very fast computer -- more than twice as fast as a Pentium 4 with the same clock speed -- and has dual 64-bit processors. All computers will have 64-bit processors some day but very few PCs, except for Mac G5s, have them at this time. If you're looking for a fast, versatile, easy to use computer (and want to stop worrying abut virus attacks) and are willing to try something off the beaten path, you'll love this new PowerMac G5. If you want even more speed, consider the G5 with dual 2.0 GHz processors."
620423,A1MF4SD5H7U9UB,0,0,2,B00022TN6S,12/28/2005,5,1,2,Cheaper on sony.com,$24.95 on sony.com
632633,A30AXUOZHZ1T61,0,1,494,B0001A99MO,2/23/2005,5,12,12,The latest news about iPod mini and more...,"**** LATEST update to iPod family **** - iPod & iPod photo lines merged; no more iPod photo 30 GB - iPod comes in two capacities - 20 GB ($299), 60 GB ($399) with color screen & photo support - U2 iPod (20 GB) down to $329 from $349 - with color screen & photo support - iPod shuffle 1 GB down to $129 from $149 - iPod 60 GB down to $399 from $449 - new version of iTunes (4.9) that support podcasts *************************************** Apple announced a major upgrade to the iPod lineup today (23 Feb 2005) and here is how it affects the mini: The biggest advantage is the reduction in price ($ per GB) and improvement in battery life. Another significant change is that USB 2.0 is being emphasized although FireWire continues to be supported.  AC adapter is USB based instead of FireWire and the FireWire based AC adapter still sells as a separate product for $29. > A new model, iPod mini 6 GB is introduced for $249 > iPod mini 4 GB now priced at $199 ($50 down from earlier price) > Change in colors - now mini is available in new shades of Silver, Blue, Pink, and Green (the Gold color is discontinued) > Major improvement in battery life - up to 18 hours (was 8 hours earlier) > AC adapter ($29) and firewire cable ($19) no longer ship with mini (have to be bought seperately if you need) > iPod mini 4 GB and 6 GB now ship with only three things: earphones, belt clip, and USB 2.0 cable > The indicators on the click wheel now match the color of the iPod mini Also, the higher models of iPod have been upgraded: > iPod 40 GB is discontinued > iPod photo 40 GB is discontinued > iPod photo 30 GB (new product) replaces the 40 GB iPod photo and the regular iPod 40 GB > iPod photo 60 GB now costs $150 less -- $449 instead of $599 > iPod photo 30 GB costs $349 ($150 less than iPod photo 40 GB and $50 less than regular iPod 40 GB) > iPod dock ($39), AV cable ($19), carrying case ($29), and firewire cable ($19) do not ship with iPod photo (you may not really need them) > Now we get three things with iPod photo: earphones, USB based AC adapter, USB 2.0 cable > In additon to the above, a firewire cable continues to ship with iPod 20 GB & iPod U2 edition > iPod photo Camera Connector is introduced - this can be used for connecting your digital camera directly to the iPod With these changes, there is an interesting $50 gap between: > iPod 20 GB and iPod photo 30 GB > iPod mini 6 GB and iPod 20 GB (as earlier) > iPod mini 4 GB and iPod mini 6 GB > iPod shuffle 1 GB and iPod mini 4 GB > iPod shuffle 512 MB and iPod shuffle 1 GB (as earlier) I am sure iPods are going to win more and more friends."
644988,AGBEBPFW0JIFT,0,0,120,B0000CEORU,7/20/2004,1,9,13,Where is the New IPod on Amazon,Apple announced a new IPod with a battery life of 12 hours and $100 cheaper.  Amazon is selling their IPods at the new low price but do these models have the new 12 hour battery life?  I have written Amazon three times now asking this question and they won't give me a straight answer.  Don't buy this product until Amazon starts selling the 12 hour batteries.
