ReviewID,MemberID,Verified,RealName,ReviewOrder,ProductID,Date,Rating,HelpfulFeedbacks,Feedbacks,Title,Body
530323,AHJSG8S3J13US,0,0,35,B000E14G7S,7/9/2009,5,0,0,works as advertised,"Everything was in the box and the installation was easy, and now I have good signal inside the house. No more dropped calls."
535686,A1BNLDFB61V0OP,0,1,38,B000BYGFYU,2/4/2007,2,44,49,"A large-capacity, comfortable backpack for Macs that doesn't provide as much protection as it should","A 17"" Mac Book Pro or Powerbook fits nicely in this backpack, and there's plenty of extra room for the power supply, spare batteries, cables, thumb drives, EVDO cards, etc. Brenthaven changed the design a few months ago.  My wife has an earlier one, which has a less comfortable handle but a removable inner sleeve that velcros closed. The newer style does not have the internal velcro closure, and this was a very costly omission for me.  My backpack, containing my 17"" Powerbook, tipped over, fully zipped, and fell approximately two feet to the floor, with the top of the backpack striking pavement. Fearing the worst but hoping for the best, I removed the computer and was horrified to discover that it had slid right through the internal flap and taken the full brunt of the impact, massively denting and dislocating the side of the computer and damaging the PCMCIA slot. Applecare does not cover this sort of damage, so I ended up eating a multi-hundred dollar repair bill. The backpack is comfortable and capacious, but the lack of protection for a top impact was a deep disappointment."
535986,A2HZR1YZ581U72,0,1,82,B000BY9A3I,8/9/2008,3,11,12,Dirt Devil 082700 Vacuum,"Although this vacuum has great suction, I do have some observations to make.  First, if you have stairs, I don't recommend this one.  It ends up falling down the stairs every time you move.  It's too wide to sit on the wheels, and standing up, it is top heavy, so it tips over.  The second thing is that the attachments are supposed to attach to the body and handle.  If you try to do that, they fall off, or worse, break off.  It may be a good concept, but in practice, it just doesn't work.  Thirdly, the wand does not attach to the handle, and the attachments do not attach to the handle or wand.  They just push on.  When they decide to fall apart, watch out.  When they hit your feet, it hurts!!!  Now, here is the biggie.  The fourth problem I found has to do with pet hair.  If you use the beater brush attachment, and you have dogs or cats, you will only use it once, as the hair gets tangled around the beater bar and the wheels, rendering it useless, until you take it apart and pull all the hairs out.  So you will probably end up using the other wide attachment.  The fifth problem is that this attachment swivels in all different directions, but it doesn't return to center.  Every time you hit a furniture leg, the attachment swivels.  Now it doesn't sit flat on the floor, and you have to straighten it with your hand.  If you have a temper, you will be taking this one apart, too, to fix it after you slam it on the floor a couple of times. Again, I will say that it has great suction.  The high pitched squeal seems to be common to this type of vacuum, and if you are close to the cleaner, it probably won't bother you, but other people tend to get very irritated with it. It is evident to me that Dirt Devil built what they thought was a great vacuum, but they didn't bother to have it tested in the real world.  Relying on their reputation, they get your money.  Will I buy another Dirt Devil product?  Not likely."
538245,A12L59NPZYEHCY,0,0,1,B000BREQNE,2/1/2006,4,2,4,Amazing! so far....,"Although we just bought this, it works sooooo much better than the iTrip which was much more expensive! I had to check the title a couple of times to make sure this was the same adapter i bought because everyone reviewing this item seems so negative about it??? I think the sound quality is def equal to that of a cd! which was our big problem with the iTrip - which we wanted to like, but....The reason i was on amazon.com looking and only gave the product 4 instead of 5 stars was that the white doesn't match our car and i don't want it to stand out as someone else has said as something to make a potential break in happen....And as far as the cassette controls working - i didn't even know that it did that, but if it works that will be a bonus! none of the other fm transmitters do that! I would def. recommend buying this ipod accessory AND if that changes in the next week, month, etc... i will come change this review! ps...my husband is very opinionated about the sound quality of his music and was ready to return the whole thing after listening to the ipod over the iTrip connection!  Hope this helps... pps...just noticed that the title says 'dock connector' but the picture doesn't show a dock connection but a jack????"
541171,A1FDGVXIMROFD4,0,0,19,B000BN3T0Y,8/10/2009,1,0,0,Hard to steer,"Although this stroller is light, it is very hard to steer. It seems to stick when you try to turn it. It is nearly impossible to steer with one hand. The adult cup holder is weak and flops over when it's holding a cup (therefore it is useless!)"
541345,AP10R0EU0PQIS,0,1,118,B000BMXJR8,2/8/2008,5,0,0,Great Product,"Although this trasmitter is larger than some on the market it gets superior reception/transmission with minimum static.  I have this and I bought my wife an itrip.  When we are in her car her product continually experience static, whereas, the roadtrip by Griffin only gets static when you are driving between cities at which time you simply change the channel/station to find a better signal.  Additionally it is a dock and a charger.  Great Product."
541588,A2YOMJCBZSYIRJ,0,1,2,B000BMLI12,11/6/2006,5,0,0,Great Arm,"Easy to install. Rock solid construction. This mount probably was not meant for my LCD (this has 4 mounting holes my LCD has 6), so it was kind of offset. This made the monitor tilt sideways. No problem, I leveled the monitor, tightened the tension screw and it has stayed ever since!"
544939,A36TY5EF5CV4Z0,0,1,8,B000BKJZ0K,5/22/2006,5,0,0,Got the BANG for my bucks!,"Although you'll need an HDTV reciever/set-top for true widescreen over the entire viewing area, the LCD television is great as-is.  (The picture is framev by a black border unless you have the set-top.)The picture was flawless through S-Video, RCA or co-axial able.  The sound was superb. (there is a light hiss when the cable box is turned off and ther TV on, but not audible while watching video.  I had a blast with the TV the first weekend I got it!"
551768,AKLY9M4KVRAI1,0,1,12,B000AMJC2K,11/12/2007,5,0,0,LCD tv mount,"Easy to install. Mounts through desk or on edge.  Great look, sleek, and moves in any direction imaginable."
552384,A2RJGAC03GKT16,0,1,3,B000ALDROU,8/29/2005,5,3,3,"buy the best , leave the rest",easy to install. you will most likely need a left and a right. on jeeps you may need a TORX female socket to remove and replace arms. HIGHLY RECOMMENDED
556093,AQZ2X8PU5RA7B,0,1,134,B000A2AGYS,11/24/2008,5,1,1,lcd wall mount,Easy to install. Very simple compared to others on the market. It was a great purchase
